propername	batch	medium	salt	temperature	replicate	GrowthBin
P_fozii_NF23	w2m	MM	5	25	5	1
P_fozii_NF23	w2m	MM	5	37	1	0
P_fozii_NF23	w2m	MM	5	37	2	0
P_fozii_NF23	w2m	MM	5	37	3	0
P_fozii_NF23	w2m	MM	5	37	4	0
P_fozii_NF23	w2m	MM	5	37	5	0
P_fozii_NF23	w2m	MM	10	4	1	1
P_fozii_NF23	w2m	MM	10	4	2	1
P_fozii_NF23	w2m	MM	10	4	3	1
P_fozii_NF23	w2m	MM	10	4	4	1
P_fozii_NF23	w2m	MM	10	4	5	1
P_fozii_NF23	w2m	MM	10	25	1	0
P_fozii_NF23	w2m	MM	10	25	2	0
P_fozii_NF23	w2m	MM	10	25	3	0
P_fozii_NF23	w2m	MM	10	25	4	0
P_fozii_NF23	w2m	MM	10	25	5	0
P_fozii_NF23	w2m	MM	10	37	1	0
P_fozii_NF23	w2m	MM	10	37	2	0
P_fozii_NF23	w2m	MM	10	37	3	0
P_fozii_NF23	w2m	MM	10	37	4	0
P_fozii_NF23	w2m	MM	10	37	5	0
P_fozii_NF23	w9	LB	0	4	1	1
P_fozii_NF23	w9	LB	0	4	2	1
P_fozii_NF23	w9	LB	0	4	3	1
P_fozii_NF23	w9	LB	0	4	4	1
P_fozii_NF23	w9	LB	0	4	5	1
P_fozii_NF23	w9	LB	0	25	1	0
P_fozii_NF23	w9	LB	0	25	2	0
P_fozii_NF23	w9	LB	0	25	3	0
P_fozii_NF23	w9	LB	0	25	4	0
P_fozii_NF23	w9	LB	0	25	5	0
P_fozii_NF23	w9	LB	0	37	1	0
P_fozii_NF23	w9	LB	0	37	2	0
P_fozii_NF23	w9	LB	0	37	3	0
P_fozii_NF23	w9	LB	0	37	4	0
P_fozii_NF23	w9	LB	0	37	5	0
P_fozii_NF23	w9	LB	2.5	4	1	1
P_fozii_NF23	w9	LB	2.5	4	2	1
P_fozii_NF23	w9	LB	2.5	4	3	1
P_fozii_NF23	w9	LB	2.5	4	4	1
P_fozii_NF23	w9	LB	2.5	4	5	1
P_fozii_NF23	w9	LB	2.5	25	1	1
P_fozii_NF23	w9	LB	2.5	25	2	1
P_fozii_NF23	w9	LB	2.5	25	3	1
P_fozii_NF23	w9	LB	2.5	25	4	1
P_fozii_NF23	w9	LB	2.5	25	5	1
P_fozii_NF23	w9	LB	2.5	37	1	0
P_fozii_NF23	w9	LB	2.5	37	2	0
P_fozii_NF23	w9	LB	2.5	37	3	0
P_fozii_NF23	w9	LB	2.5	37	4	0
P_fozii_NF23	w9	LB	2.5	37	5	0
P_fozii_NF23	w9	LB	5	4	1	1
P_fozii_NF23	w9	LB	5	4	2	1
P_fozii_NF23	w9	LB	5	4	3	1
P_fozii_NF23	w9	LB	5	4	4	1
P_fozii_NF23	w9	LB	5	4	5	1
P_fozii_NF23	w9	LB	5	25	1	1
P_fozii_NF23	w9	LB	5	25	2	1
P_fozii_NF23	w9	LB	5	25	3	1
P_fozii_NF23	w9	LB	5	25	4	1
P_fozii_NF23	w9	LB	5	25	5	1
P_fozii_NF23	w9	LB	5	37	1	0
P_fozii_NF23	w9	LB	5	37	2	0
P_fozii_NF23	w9	LB	5	37	3	0
P_fozii_NF23	w9	LB	5	37	4	0
P_fozii_NF23	w9	LB	5	37	5	0
P_fozii_NF23	w9	LB	10	4	1	0
P_fozii_NF23	w9	LB	10	4	2	0
P_fozii_NF23	w9	LB	10	4	3	0
P_fozii_NF23	w9	LB	10	4	4	0
P_fozii_NF23	w9	LB	10	4	5	0
P_fozii_NF23	w9	LB	10	25	1	0
P_fozii_NF23	w9	LB	10	25	2	0
P_fozii_NF23	w9	LB	10	25	3	0
P_fozii_NF23	w9	LB	10	25	4	0
P_fozii_NF23	w9	LB	10	25	5	0
P_fozii_NF23	w9	LB	10	37	1	0
P_fozii_NF23	w9	LB	10	37	2	0
P_fozii_NF23	w9	LB	10	37	3	0
P_fozii_NF23	w9	LB	10	37	4	0
P_fozii_NF23	w9	LB	10	37	5	0
P_fozii_NF23	w9	MM	0	4	1	1
P_fozii_NF23	w9	MM	0	4	2	1
P_fozii_NF23	w9	MM	0	4	3	1
P_fozii_NF23	w9	MM	0	4	4	1
P_fozii_NF23	w9	MM	0	4	5	1
P_fozii_NF23	w9	MM	0	25	1	1
P_fozii_NF23	w9	MM	0	25	2	1
P_fozii_NF23	w9	MM	0	25	3	1
P_fozii_NF23	w9	MM	0	25	4	0
P_fozii_NF23	w9	MM	0	25	5	1
P_fozii_NF23	w9	MM	0	37	1	0
P_fozii_NF23	w9	MM	0	37	2	0
P_fozii_NF23	w9	MM	0	37	3	0
P_fozii_NF23	w9	MM	0	37	4	0
P_fozii_NF23	w9	MM	0	37	5	0
P_fozii_NF23	w9	MM	2.5	4	1	1
P_fozii_NF23	w9	MM	2.5	4	2	1
P_fozii_NF23	w9	MM	2.5	4	3	1
P_fozii_NF23	w9	MM	2.5	4	4	1
P_fozii_NF23	w9	MM	2.5	4	5	1
P_fozii_NF23	w9	MM	2.5	25	1	1
P_fozii_NF23	w9	MM	2.5	25	2	1
P_fozii_NF23	w9	MM	2.5	25	3	1
P_fozii_NF23	w9	MM	2.5	25	4	1
P_fozii_NF23	w9	MM	2.5	25	5	1
P_fozii_NF23	w9	MM	2.5	37	1	0
P_fozii_NF23	w9	MM	2.5	37	2	0
P_fozii_NF23	w9	MM	2.5	37	3	0
P_fozii_NF23	w9	MM	2.5	37	4	0
P_fozii_NF23	w9	MM	2.5	37	5	0
P_fozii_NF23	w9	MM	5	4	1	1
P_fozii_NF23	w9	MM	5	4	2	1
P_fozii_NF23	w9	MM	5	4	3	1
P_fozii_NF23	w9	MM	5	4	4	1
P_fozii_NF23	w9	MM	5	4	5	1
P_fozii_NF23	w9	MM	5	25	1	1
P_fozii_NF23	w9	MM	5	25	2	1
P_fozii_NF23	w9	MM	5	25	3	1
P_fozii_NF23	w9	MM	5	25	4	1
P_fozii_NF23	w9	MM	5	25	5	0
P_fozii_NF23	w9	MM	5	37	1	0
P_fozii_NF23	w9	MM	5	37	2	0
P_fozii_NF23	w9	MM	5	37	3	0
P_fozii_NF23	w9	MM	5	37	4	0
P_fozii_NF23	w9	MM	5	37	5	0
P_fozii_NF23	w9	MM	10	4	1	1
P_fozii_NF23	w9	MM	10	4	2	1
P_fozii_NF23	w9	MM	10	4	3	1
P_fozii_NF23	w9	MM	10	4	4	1
P_fozii_NF23	w9	MM	10	4	5	1
P_fozii_NF23	w9	MM	10	25	1	0
P_fozii_NF23	w9	MM	10	25	2	0
P_fozii_NF23	w9	MM	10	25	3	0
P_fozii_NF23	w9	MM	10	25	4	0
P_fozii_NF23	w9	MM	10	25	5	0
P_fozii_NF23	w9	MM	10	37	1	0
P_fozii_NF23	w9	MM	10	37	2	0
P_fozii_NF23	w9	MM	10	37	3	0
P_fozii_NF23	w9	MM	10	37	4	0
P_fozii_NF23	w9	MM	10	37	5	0
P_frigidicola_ACAM304	w10	LB	0	4	1	1
P_frigidicola_ACAM304	w10	LB	0	4	2	1
P_frigidicola_ACAM304	w10	LB	0	4	3	1
P_frigidicola_ACAM304	w10	LB	0	4	4	1
P_frigidicola_ACAM304	w10	LB	0	4	5	1
P_frigidicola_ACAM304	w10	LB	0	25	1	0
P_frigidicola_ACAM304	w10	LB	0	25	2	0
P_frigidicola_ACAM304	w10	LB	0	25	3	1
P_frigidicola_ACAM304	w10	LB	0	25	4	0
P_frigidicola_ACAM304	w10	LB	0	25	5	1
P_frigidicola_ACAM304	w10	LB	0	37	1	0
P_frigidicola_ACAM304	w10	LB	0	37	2	0
P_frigidicola_ACAM304	w10	LB	0	37	3	0
P_frigidicola_ACAM304	w10	LB	0	37	4	0
P_frigidicola_ACAM304	w10	LB	0	37	5	0
P_frigidicola_ACAM304	w10	LB	2.5	4	1	1
P_frigidicola_ACAM304	w10	LB	2.5	4	2	1
P_frigidicola_ACAM304	w10	LB	2.5	4	3	1
P_frigidicola_ACAM304	w10	LB	2.5	4	4	1
P_frigidicola_ACAM304	w10	LB	2.5	4	5	1
P_frigidicola_ACAM304	w10	LB	2.5	25	1	0
P_frigidicola_ACAM304	w10	LB	2.5	25	2	0
P_frigidicola_ACAM304	w10	LB	2.5	25	3	0
P_frigidicola_ACAM304	w10	LB	2.5	25	4	0
P_frigidicola_ACAM304	w10	LB	2.5	25	5	0
P_frigidicola_ACAM304	w10	LB	2.5	37	1	0
P_frigidicola_ACAM304	w10	LB	2.5	37	2	0
P_frigidicola_ACAM304	w10	LB	2.5	37	3	0
P_frigidicola_ACAM304	w10	LB	2.5	37	4	0
P_frigidicola_ACAM304	w10	LB	2.5	37	5	0
P_frigidicola_ACAM304	w10	LB	5	4	1	0
P_frigidicola_ACAM304	w10	LB	5	4	2	1
P_frigidicola_ACAM304	w10	LB	5	4	3	1
P_frigidicola_ACAM304	w10	LB	5	4	4	0
P_frigidicola_ACAM304	w10	LB	5	4	5	0
P_frigidicola_ACAM304	w10	LB	5	25	1	0
P_frigidicola_ACAM304	w10	LB	5	25	2	0
P_frigidicola_ACAM304	w10	LB	5	25	3	1
P_frigidicola_ACAM304	w10	LB	5	25	4	0
P_frigidicola_ACAM304	w10	LB	5	25	5	0
P_frigidicola_ACAM304	w10	LB	5	37	1	0
P_frigidicola_ACAM304	w10	LB	5	37	2	0
P_frigidicola_ACAM304	w10	LB	5	37	3	0
P_frigidicola_ACAM304	w10	LB	5	37	4	0
P_frigidicola_ACAM304	w10	LB	5	37	5	0
P_frigidicola_ACAM304	w10	LB	10	4	1	0
P_frigidicola_ACAM304	w10	LB	10	4	2	0
P_frigidicola_ACAM304	w10	LB	10	4	3	0
P_frigidicola_ACAM304	w10	LB	10	4	4	0
P_frigidicola_ACAM304	w10	LB	10	4	5	0
P_frigidicola_ACAM304	w10	LB	10	25	1	0
P_frigidicola_ACAM304	w10	LB	10	25	2	0
P_frigidicola_ACAM304	w10	LB	10	25	3	0
P_frigidicola_ACAM304	w10	LB	10	25	4	0
P_frigidicola_ACAM304	w10	LB	10	25	5	0
P_frigidicola_ACAM304	w10	LB	10	37	1	0
P_frigidicola_ACAM304	w10	LB	10	37	2	0
P_frigidicola_ACAM304	w10	LB	10	37	3	0
P_frigidicola_ACAM304	w10	LB	10	37	4	0
P_frigidicola_ACAM304	w10	LB	10	37	5	0
P_frigidicola_ACAM304	w10	MM	0	4	1	1
P_frigidicola_ACAM304	w10	MM	0	4	2	1
P_frigidicola_ACAM304	w10	MM	0	4	3	1
P_frigidicola_ACAM304	w10	MM	0	4	4	1
P_frigidicola_ACAM304	w10	MM	0	4	5	1
P_frigidicola_ACAM304	w10	MM	0	25	1	0
P_frigidicola_ACAM304	w10	MM	0	25	2	0
P_frigidicola_ACAM304	w10	MM	0	25	3	0
P_frigidicola_ACAM304	w10	MM	0	25	4	0
P_frigidicola_ACAM304	w10	MM	0	25	5	0
P_frigidicola_ACAM304	w10	MM	0	37	1	0
P_frigidicola_ACAM304	w10	MM	0	37	2	0
P_frigidicola_ACAM304	w10	MM	0	37	3	0
P_frigidicola_ACAM304	w10	MM	0	37	4	0
P_frigidicola_ACAM304	w10	MM	0	37	5	0
P_frigidicola_ACAM304	w10	MM	2.5	4	1	1
P_frigidicola_ACAM304	w10	MM	2.5	4	2	1
P_frigidicola_ACAM304	w10	MM	2.5	4	3	1
P_frigidicola_ACAM304	w10	MM	2.5	4	4	1
P_frigidicola_ACAM304	w10	MM	2.5	4	5	0
P_frigidicola_ACAM304	w10	MM	2.5	25	1	0
P_frigidicola_ACAM304	w10	MM	2.5	25	2	0
P_frigidicola_ACAM304	w10	MM	2.5	25	3	0
P_frigidicola_ACAM304	w10	MM	2.5	25	4	0
P_frigidicola_ACAM304	w10	MM	2.5	25	5	0
P_frigidicola_ACAM304	w10	MM	2.5	37	1	0
P_frigidicola_ACAM304	w10	MM	2.5	37	2	0
P_frigidicola_ACAM304	w10	MM	2.5	37	3	0
P_frigidicola_ACAM304	w10	MM	2.5	37	4	0
P_frigidicola_ACAM304	w10	MM	2.5	37	5	0
P_frigidicola_ACAM304	w10	MM	5	4	1	0
P_frigidicola_ACAM304	w10	MM	5	4	2	0
P_frigidicola_ACAM304	w10	MM	5	4	3	0
P_frigidicola_ACAM304	w10	MM	5	4	4	0
P_frigidicola_ACAM304	w10	MM	5	4	5	0
P_frigidicola_ACAM304	w10	MM	5	25	1	0
P_frigidicola_ACAM304	w10	MM	5	25	2	0
P_frigidicola_ACAM304	w10	MM	5	25	3	0
P_frigidicola_ACAM304	w10	MM	5	25	4	0
P_frigidicola_ACAM304	w10	MM	5	25	5	0
P_frigidicola_ACAM304	w10	MM	5	37	1	0
P_frigidicola_ACAM304	w10	MM	5	37	2	0
P_frigidicola_ACAM304	w10	MM	5	37	3	0
P_frigidicola_ACAM304	w10	MM	5	37	4	0
P_frigidicola_ACAM304	w10	MM	5	37	5	0
P_frigidicola_ACAM304	w10	MM	10	4	1	0
P_frigidicola_ACAM304	w10	MM	10	4	2	0
P_frigidicola_ACAM304	w10	MM	10	4	3	0
P_frigidicola_ACAM304	w10	MM	10	4	4	0
P_frigidicola_ACAM304	w10	MM	10	4	5	0
P_frigidicola_ACAM304	w10	MM	10	25	1	0
P_frigidicola_ACAM304	w10	MM	10	25	2	0
P_frigidicola_ACAM304	w10	MM	10	25	3	0
P_frigidicola_ACAM304	w10	MM	10	25	4	0
P_frigidicola_ACAM304	w10	MM	10	25	5	0
P_frigidicola_ACAM304	w10	MM	10	37	1	0
P_frigidicola_ACAM304	w10	MM	10	37	2	0
P_frigidicola_ACAM304	w10	MM	10	37	3	0
P_frigidicola_ACAM304	w10	MM	10	37	4	0
P_frigidicola_ACAM304	w10	MM	10	37	5	0
P_frigidicola_ACAM309	w3	LB	0	4	1	1
P_frigidicola_ACAM309	w3	LB	0	4	2	0
P_frigidicola_ACAM309	w3	LB	0	4	3	1
P_frigidicola_ACAM309	w3	LB	0	4	4	1
P_frigidicola_ACAM309	w3	LB	0	4	5	0
P_frigidicola_ACAM309	w3	LB	0	25	1	0
P_frigidicola_ACAM309	w3	LB	0	25	2	0
P_frigidicola_ACAM309	w3	LB	0	25	3	0
P_frigidicola_ACAM309	w3	LB	0	25	4	0
P_frigidicola_ACAM309	w3	LB	0	25	5	0
P_frigidicola_ACAM309	w3	LB	0	37	1	0
P_frigidicola_ACAM309	w3	LB	0	37	2	0
P_frigidicola_ACAM309	w3	LB	0	37	3	0
P_frigidicola_ACAM309	w3	LB	0	37	4	0
P_frigidicola_ACAM309	w3	LB	0	37	5	0
P_frigidicola_ACAM309	w3	LB	2.5	4	1	1
P_frigidicola_ACAM309	w3	LB	2.5	4	2	1
P_frigidicola_ACAM309	w3	LB	2.5	4	3	1
P_frigidicola_ACAM309	w3	LB	2.5	4	4	1
P_frigidicola_ACAM309	w3	LB	2.5	4	5	1
P_frigidicola_ACAM309	w3	LB	2.5	25	1	0
P_frigidicola_ACAM309	w3	LB	2.5	25	2	0
P_frigidicola_ACAM309	w3	LB	2.5	25	3	0
P_frigidicola_ACAM309	w3	LB	2.5	25	4	0
P_frigidicola_ACAM309	w3	LB	2.5	25	5	0
P_frigidicola_ACAM309	w3	LB	2.5	37	1	0
P_frigidicola_ACAM309	w3	LB	2.5	37	2	0
P_frigidicola_ACAM309	w3	LB	2.5	37	3	0
P_frigidicola_ACAM309	w3	LB	2.5	37	4	0
P_frigidicola_ACAM309	w3	LB	2.5	37	5	0
P_frigidicola_ACAM309	w3	LB	5	4	1	1
P_frigidicola_ACAM309	w3	LB	5	4	2	1
P_frigidicola_ACAM309	w3	LB	5	4	3	1
P_frigidicola_ACAM309	w3	LB	5	4	4	1
P_frigidicola_ACAM309	w3	LB	5	4	5	1
P_frigidicola_ACAM309	w3	LB	5	25	1	1
P_frigidicola_ACAM309	w3	LB	5	25	2	0
P_frigidicola_ACAM309	w3	LB	5	25	3	1
P_frigidicola_ACAM309	w3	LB	5	25	4	0
P_frigidicola_ACAM309	w3	LB	5	25	5	1
P_frigidicola_ACAM309	w3	LB	5	37	1	0
P_frigidicola_ACAM309	w3	LB	5	37	2	0
P_frigidicola_ACAM309	w3	LB	5	37	3	0
P_frigidicola_ACAM309	w3	LB	5	37	4	0
P_frigidicola_ACAM309	w3	LB	5	37	5	0
P_frigidicola_ACAM309	w3	LB	10	4	1	0
P_frigidicola_ACAM309	w3	LB	10	4	2	0
P_frigidicola_ACAM309	w3	LB	10	4	3	0
P_frigidicola_ACAM309	w3	LB	10	4	4	0
P_frigidicola_ACAM309	w3	LB	10	4	5	0
P_frigidicola_ACAM309	w3	LB	10	25	1	0
P_frigidicola_ACAM309	w3	LB	10	25	2	0
P_frigidicola_ACAM309	w3	LB	10	25	3	0
P_frigidicola_ACAM309	w3	LB	10	25	4	0
P_frigidicola_ACAM309	w3	LB	10	25	5	0
P_frigidicola_ACAM309	w3	LB	10	37	1	0
P_frigidicola_ACAM309	w3	LB	10	37	2	0
P_frigidicola_ACAM309	w3	LB	10	37	3	0
P_frigidicola_ACAM309	w3	LB	10	37	4	0
P_frigidicola_ACAM309	w3	LB	10	37	5	0
P_frigidicola_ACAM309	w3	MM	0	4	1	0
P_frigidicola_ACAM309	w3	MM	0	4	2	0
P_frigidicola_ACAM309	w3	MM	0	4	3	0
P_frigidicola_ACAM309	w3	MM	0	4	4	0
P_frigidicola_ACAM309	w3	MM	0	4	5	0
P_frigidicola_ACAM309	w3	MM	0	25	1	0
P_frigidicola_ACAM309	w3	MM	0	25	2	0
P_frigidicola_ACAM309	w3	MM	0	25	3	0
P_frigidicola_ACAM309	w3	MM	0	25	4	0
P_frigidicola_ACAM309	w3	MM	0	25	5	0
P_frigidicola_ACAM309	w3	MM	0	37	1	0
P_frigidicola_ACAM309	w3	MM	0	37	2	0
P_frigidicola_ACAM309	w3	MM	0	37	3	0
P_frigidicola_ACAM309	w3	MM	0	37	4	0
P_frigidicola_ACAM309	w3	MM	0	37	5	0
P_frigidicola_ACAM309	w3	MM	2.5	4	1	0
P_frigidicola_ACAM309	w3	MM	2.5	4	2	0
P_frigidicola_ACAM309	w3	MM	2.5	4	3	0
P_frigidicola_ACAM309	w3	MM	2.5	4	4	0
P_frigidicola_ACAM309	w3	MM	2.5	4	5	0
P_frigidicola_ACAM309	w3	MM	2.5	25	1	0
P_frigidicola_ACAM309	w3	MM	2.5	25	2	0
P_frigidicola_ACAM309	w3	MM	2.5	25	3	0
P_frigidicola_ACAM309	w3	MM	2.5	25	4	0
P_frigidicola_ACAM309	w3	MM	2.5	25	5	0
P_frigidicola_ACAM309	w3	MM	2.5	37	1	0
P_frigidicola_ACAM309	w3	MM	2.5	37	2	0
P_frigidicola_ACAM309	w3	MM	2.5	37	3	0
P_frigidicola_ACAM309	w3	MM	2.5	37	4	0
P_frigidicola_ACAM309	w3	MM	2.5	37	5	0
P_frigidicola_ACAM309	w3	MM	5	4	1	0
P_frigidicola_ACAM309	w3	MM	5	4	2	0
P_frigidicola_ACAM309	w3	MM	5	4	3	0
P_frigidicola_ACAM309	w3	MM	5	4	4	0
P_frigidicola_ACAM309	w3	MM	5	4	5	0
P_frigidicola_ACAM309	w3	MM	5	25	1	0
P_frigidicola_ACAM309	w3	MM	5	25	2	0
P_frigidicola_ACAM309	w3	MM	5	25	3	0
P_frigidicola_ACAM309	w3	MM	5	25	4	0
P_frigidicola_ACAM309	w3	MM	5	25	5	0
P_frigidicola_ACAM309	w3	MM	5	37	1	0
P_frigidicola_ACAM309	w3	MM	5	37	2	0
P_frigidicola_ACAM309	w3	MM	5	37	3	0
P_frigidicola_ACAM309	w3	MM	5	37	4	0
P_frigidicola_ACAM309	w3	MM	5	37	5	0
P_frigidicola_ACAM309	w3	MM	10	4	1	0
P_frigidicola_ACAM309	w3	MM	10	4	2	0
P_frigidicola_ACAM309	w3	MM	10	4	3	0
P_frigidicola_ACAM309	w3	MM	10	4	4	0
P_frigidicola_ACAM309	w3	MM	10	4	5	0
P_frigidicola_ACAM309	w3	MM	10	25	1	0
P_frigidicola_ACAM309	w3	MM	10	25	2	0
P_frigidicola_ACAM309	w3	MM	10	25	3	0
P_frigidicola_ACAM309	w3	MM	10	25	4	0
P_frigidicola_ACAM309	w3	MM	10	25	5	0
P_frigidicola_ACAM309	w3	MM	10	37	1	0
P_frigidicola_ACAM309	w3	MM	10	37	2	0
P_frigidicola_ACAM309	w3	MM	10	37	3	0
P_frigidicola_ACAM309	w3	MM	10	37	4	0
P_frigidicola_ACAM309	w3	MM	10	37	5	0
P_fulvigenes_KC-40	w1m	MM	0	4	1	0
P_fulvigenes_KC-40	w1m	MM	0	4	2	0
P_fulvigenes_KC-40	w1m	MM	0	4	3	0
P_fulvigenes_KC-40	w1m	MM	0	4	4	0
P_fulvigenes_KC-40	w1m	MM	0	4	5	0
P_fulvigenes_KC-40	w1m	MM	0	25	1	1
P_fulvigenes_KC-40	w1m	MM	0	25	2	1
P_fulvigenes_KC-40	w1m	MM	0	25	3	1
P_fulvigenes_KC-40	w1m	MM	0	25	4	1
P_fulvigenes_KC-40	w1m	MM	0	25	5	1
P_fulvigenes_KC-40	w1m	MM	0	37	1	0
P_fulvigenes_KC-40	w1m	MM	0	37	2	0
P_fulvigenes_KC-40	w1m	MM	0	37	3	0
P_fulvigenes_KC-40	w1m	MM	0	37	4	0
P_fulvigenes_KC-40	w1m	MM	0	37	5	0
P_fulvigenes_KC-40	w1m	MM	2.5	4	1	0
P_fulvigenes_KC-40	w1m	MM	2.5	4	2	0
P_fulvigenes_KC-40	w1m	MM	2.5	4	3	0
P_fulvigenes_KC-40	w1m	MM	2.5	4	4	0
P_fulvigenes_KC-40	w1m	MM	2.5	4	5	0
P_fulvigenes_KC-40	w1m	MM	2.5	25	1	1
P_fulvigenes_KC-40	w1m	MM	2.5	25	2	1
P_fulvigenes_KC-40	w1m	MM	2.5	25	3	1
P_fulvigenes_KC-40	w1m	MM	2.5	25	4	1
P_fulvigenes_KC-40	w1m	MM	2.5	25	5	1
P_fulvigenes_KC-40	w1m	MM	2.5	37	1	0
P_fulvigenes_KC-40	w1m	MM	2.5	37	2	0
P_fulvigenes_KC-40	w1m	MM	2.5	37	3	0
P_fulvigenes_KC-40	w1m	MM	2.5	37	4	0
P_fulvigenes_KC-40	w1m	MM	2.5	37	5	0
P_fulvigenes_KC-40	w1m	MM	5	4	1	0
P_fulvigenes_KC-40	w1m	MM	5	4	2	0
P_fulvigenes_KC-40	w1m	MM	5	4	3	0
P_fulvigenes_KC-40	w1m	MM	5	4	4	0
P_fulvigenes_KC-40	w1m	MM	5	4	5	0
P_fulvigenes_KC-40	w1m	MM	5	25	1	0
P_fulvigenes_KC-40	w1m	MM	5	25	2	0
P_fulvigenes_KC-40	w1m	MM	5	25	3	0
P_fulvigenes_KC-40	w1m	MM	5	25	4	0
P_fulvigenes_KC-40	w1m	MM	5	25	5	0
P_fulvigenes_KC-40	w1m	MM	5	37	1	0
P_fulvigenes_KC-40	w1m	MM	5	37	2	0
P_fulvigenes_KC-40	w1m	MM	5	37	3	0
P_fulvigenes_KC-40	w1m	MM	5	37	4	0
P_fulvigenes_KC-40	w1m	MM	5	37	5	0
P_fulvigenes_KC-40	w1m	MM	10	4	1	0
P_fulvigenes_KC-40	w1m	MM	10	4	2	0
P_fulvigenes_KC-40	w1m	MM	10	4	3	0
P_fulvigenes_KC-40	w1m	MM	10	4	4	0
P_fulvigenes_KC-40	w1m	MM	10	4	5	0
P_fulvigenes_KC-40	w1m	MM	10	25	1	0
P_fulvigenes_KC-40	w1m	MM	10	25	2	0
P_fulvigenes_KC-40	w1m	MM	10	25	3	0
P_fulvigenes_KC-40	w1m	MM	10	25	4	0
P_fulvigenes_KC-40	w1m	MM	10	25	5	0
P_fulvigenes_KC-40	w1m	MM	10	37	1	0
P_fulvigenes_KC-40	w1m	MM	10	37	2	0
P_fulvigenes_KC-40	w1m	MM	10	37	3	0
P_fulvigenes_KC-40	w1m	MM	10	37	4	0
P_fulvigenes_KC-40	w1m	MM	10	37	5	0
P_fulvigenes_KC-40	w1p2	LB	0	4	1	1
P_fulvigenes_KC-40	w1p2	LB	0	4	2	1
P_fulvigenes_KC-40	w1p2	LB	0	4	3	1
P_fulvigenes_KC-40	w1p2	LB	0	4	4	1
P_fulvigenes_KC-40	w1p2	LB	0	4	5	1
P_fulvigenes_KC-40	w1p2	LB	0	25	1	1
P_fulvigenes_KC-40	w1p2	LB	0	25	2	1
P_fulvigenes_KC-40	w1p2	LB	0	25	3	1
P_fulvigenes_KC-40	w1p2	LB	0	25	4	1
P_fulvigenes_KC-40	w1p2	LB	0	25	5	1
P_fulvigenes_KC-40	w1p2	LB	0	37	1	0
P_fulvigenes_KC-40	w1p2	LB	0	37	2	0
P_fulvigenes_KC-40	w1p2	LB	0	37	3	0
P_fulvigenes_KC-40	w1p2	LB	0	37	4	0
P_fulvigenes_KC-40	w1p2	LB	0	37	5	0
P_fulvigenes_KC-40	w1p2	LB	2.5	4	1	1
P_fulvigenes_KC-40	w1p2	LB	2.5	4	2	1
P_fulvigenes_KC-40	w1p2	LB	2.5	4	3	1
P_fulvigenes_KC-40	w1p2	LB	2.5	4	4	1
P_fulvigenes_KC-40	w1p2	LB	2.5	4	5	1
P_fulvigenes_KC-40	w1p2	LB	2.5	25	1	1
P_fulvigenes_KC-40	w1p2	LB	2.5	25	2	1
P_fulvigenes_KC-40	w1p2	LB	2.5	25	3	1
P_fulvigenes_KC-40	w1p2	LB	2.5	25	4	1
P_fulvigenes_KC-40	w1p2	LB	2.5	25	5	1
P_fulvigenes_KC-40	w1p2	LB	2.5	37	1	1
P_fulvigenes_KC-40	w1p2	LB	2.5	37	2	1
P_fulvigenes_KC-40	w1p2	LB	2.5	37	3	1
P_fulvigenes_KC-40	w1p2	LB	2.5	37	4	1
P_fulvigenes_KC-40	w1p2	LB	2.5	37	5	1
P_fulvigenes_KC-40	w1p2	LB	5	4	1	1
P_fulvigenes_KC-40	w1p2	LB	5	4	2	1
P_fulvigenes_KC-40	w1p2	LB	5	4	3	1
P_fulvigenes_KC-40	w1p2	LB	5	4	4	1
P_fulvigenes_KC-40	w1p2	LB	5	4	5	1
P_fulvigenes_KC-40	w1p2	LB	5	25	1	1
P_fulvigenes_KC-40	w1p2	LB	5	25	2	1
P_fulvigenes_KC-40	w1p2	LB	5	25	3	1
P_fulvigenes_KC-40	w1p2	LB	5	25	4	1
P_fulvigenes_KC-40	w1p2	LB	5	25	5	1
P_fulvigenes_KC-40	w1p2	LB	5	37	1	1
P_fulvigenes_KC-40	w1p2	LB	5	37	2	1
P_fulvigenes_KC-40	w1p2	LB	5	37	3	1
P_fulvigenes_KC-40	w1p2	LB	5	37	4	1
P_fulvigenes_KC-40	w1p2	LB	5	37	5	1
P_fulvigenes_KC-40	w1p2	LB	10	4	1	0
P_fulvigenes_KC-40	w1p2	LB	10	4	2	0
P_fulvigenes_KC-40	w1p2	LB	10	4	3	0
P_fulvigenes_KC-40	w1p2	LB	10	4	4	0
P_fulvigenes_KC-40	w1p2	LB	10	4	5	0
P_fulvigenes_KC-40	w1p2	LB	10	25	1	1
P_fulvigenes_KC-40	w1p2	LB	10	25	2	0
P_fulvigenes_KC-40	w1p2	LB	10	25	3	1
P_fulvigenes_KC-40	w1p2	LB	10	25	4	0
P_fulvigenes_KC-40	w1p2	LB	10	25	5	0
P_fulvigenes_KC-40	w1p2	LB	10	37	1	0
P_fulvigenes_KC-40	w1p2	LB	10	37	2	0
P_fulvigenes_KC-40	w1p2	LB	10	37	3	0
P_fulvigenes_KC-40	w1p2	LB	10	37	4	0
P_fulvigenes_KC-40	w1p2	LB	10	37	5	0
P_glaciei_Blc20019	w3	LB	0	4	1	1
P_glaciei_Blc20019	w3	LB	0	4	2	1
